account_number,account_name,balance,account_type,recent_transactions,bank_code,status
5693143213,Elizabeth Morales,295613.0,Savings,6738.09;1052.3;8980.49;4470.77;5058.46;8902.01;6832.24;6582.32;163.25,XYZ,active
5311792774,Patricia Williams,151177.55,Loan,6338.36;7156.43;1490.94;7740.63,GHI,active
7595043626,Alyssa Cole,913262.14,Business,1021.83;6213.45;4295.85;4029.18;832.95;4828.05;6655.9;1447.84;6445.84;6004.28,DEF,active
3126334935,Dr. James Owens,792666.98,Loan,6816.79;3207.95,GHI,active
5486658061,Matthew Holden,335087.05,Personal,3156.53;4808.69;4672.73;6689.2;4897.96;9433.52;3169.03;7504.17;5004.4,DEF,inactive
9530200236,Crystal Jordan,789009.56,Loan,4313.42;5961.05;990.11;5782.47,XYZ,active
5296145322,Paul Poole,683094.74,Loan,853.46;9207.45,XYZ,inactive
2142284319,Belinda Bailey,886715.17,Savings,360.17;6657.15;9388.68,JKL,inactive
1891095668,Bill Miller,117104.42,Personal,8057.27;1342.44;1442.61;6574.64,JKL,closed
2916080701,Tiffany Larson,854093.57,Loan,9194.57;4800.3;1579.74;6529.49;1845.5;8136.5,GHI,closed
7816091640,Amanda Andrews,466358.85,Loan,1329.79;9462.22;154.46;8058.14;4203.34;5102.31;8672.06;1868.78;3484.22;9248.82,JKL,active
9264840533,Alexis Kelley,906514.87,Savings,2161.22;3828.43;3211.15;925.69;4045.1;4664.96;5163.27;7490.33;6130.75,JKL,closed
6433831155,Dean Oconnor,928949.95,Business,3562.82;6134.54;4831.75,ABC,closed
9643943804,Joseph Clark,878736.4,Business,6320.29;9419.11;565.51,XYZ,active
2420853335,Jennifer Romero,384209.05,Business,1847.34;5589.81;8679.67;3498.99;7907.63,GHI,active
4986666479,Dr. Gregory Carter,265385.94,Loan,5127.63;6921.43;9713.25;792.22;9111.14;3203.82;455.89;6212.26,ABC,active
2513871237,Mary Schneider,953293.53,Personal,9438.64;8667.95;8387.72;1342.68,GHI,closed
8497096138,Angela Hicks,273669.05,Loan,461.36;4046.92,XYZ,active
9554234021,Aimee Watkins,425485.2,Loan,2221.17;7420.42;8456.78;7943.18,GHI,closed
1110466683,Leslie Robinson,185991.97,Savings,941.75;3533.9;5175.22;6463.91;1716.19;4204.03;7225.09;1282.09;9631.33,ABC,inactive
9263005086,Robert Garcia,456844.63,Savings,959.81;9212.22;5610.25;221.42;4572.38,DEF,closed
1708206332,Jaime Smith,675348.76,Loan,5683.97;2204.18,ABC,active
4552038414,James Murphy,872632.36,Personal,3222.29;4344.1;9218.28;467.86,XYZ,closed
6358250314,Amanda Todd,3023.52,Personal,4194.96;3765.53;4659.24;5785.19;6333.67;9035.72;6380.35;6455.38;6060.74,ABC,inactive
8254862126,Antonio Fernandez,230330.89,Loan,8624.98;7713.23,DEF,inactive
8220512261,Andrea Donaldson,261935.45,Personal,5482.01;335.18,DEF,closed
5564131254,Christina Levine,877568.67,Loan,1447.29;4274.85;7421.16;6410.99,ABC,inactive
2561439202,Laura Scott,698679.88,Personal,2473.85;3485.01;4968.3,XYZ,active
3357569446,Kyle Stein,127349.74,Savings,3810.91;4258.96;4463.05,XYZ,inactive
8519849015,Lindsey Williams,613895.2,Personal,4758.54;5649.35;3532.16;5894.89;7740.33;6695.7;9415.11,JKL,inactive
8879924359,Timothy House,32159.65,Personal,1712.81;7115.43;5762.95;9733.5,JKL,active
1764048976,Matthew Gilmore,672413.18,Personal,165.43;8785.77;5990.37;4584.72;2615.48;7203.32,XYZ,inactive
3982602843,April Browning,276450.64,Loan,5303.49;9258.15;2747.96;9749.92,JKL,closed
7135636438,Nicholas Henderson,133491.61,Personal,7300.06;1742.19;749.76;4130.38;3082.97,ABC,inactive
5280008196,William Wells,376231.58,Loan,3915.31;3239.52;9402.48;5676.57;494.19;7175.21;7712.82,DEF,active
8188504465,Maria Montgomery,380973.89,Business,6175.86;4745.99;3999.56;5143.14;3063.1;2765.12;3837.41;529.39;7657.32,GHI,active
4669443754,John Wright,115202.68,Savings,4434.85;9561.65;7639.13;8473.27;7037.6;2021.45;2837.89;8727.04,JKL,inactive
4768185776,Timothy Garner,679835.02,Savings,1963.6;5891.81;5856.5;9414.91;6494.16;6085.23;8441.14;5165.8;2997.79;8522.25,JKL,active
2909327389,Kristina Baker,47698.78,Loan,5585.72;6419.64;5187.43;1411.42;2878.95;5696.63;9798.87;5901.82;900.27,ABC,inactive
5928020734,Steven Little,958665.84,Business,7178.84;8796.32;5577.25,XYZ,closed
5284052067,Lisa Parker,36431.91,Personal,340.95;6589.59;5383.23;1484.54,ABC,active
5390849854,Ryan Johnson,535376.99,Savings,9476.87;6464.94;3899.39;6472.33,GHI,closed
5102508018,Mark Mcdonald,585042.1,Business,6280.12;3946.04;3236.59;9584.59;6226.77;1623.13;8332.12,ABC,closed
1073449254,Anthony Tapia,155630.65,Loan,286.24;7540.39;2542.77;3694.87;4473.47;7057.31;1347.97,DEF,active
8900925515,Julie Kirk,599123.05,Personal,8098.32;5794.1;8474.82;5350.43,ABC,active
8713775028,John Haas,139782.88,Savings,9506.01;1534.08;5790.93,GHI,inactive
2947030058,Heather Miller,557263.89,Personal,4247.46;3297.07;177.42;3931.23;3950.41;9191.09;1202.38;295.54;8917.96,JKL,active
5991410889,Laura Braun,30962.15,Personal,2187.9;4077.07;7566.5;1146.17,ABC,closed
1013461732,Christopher Wilson,728311.32,Savings,573.49;9832.58;7801.19;4223.31,JKL,active
